Generation: 0
-216.459,-251.281,276.092,181.603,237.587,-248.818;34.5176,308.84,-157.346,-42.7239,114.193,-151.885;248.823,348.172,-22.9221,-228.665,-169.303,-213.68;-57.2917,22.7217,-180.387,45.2825,11.8225,161.947;
-182.338,220.484,38.852,249.757,340.632,-304.616;-272.539,162.331,-50.1961,33.9707,-159.12,-167.634;86.9038,-169.684,-121.854,152.711,309.652,177.947;305.052,-97.3633,114.822,351.854,-49.2817,175.152;
-58.5669,-1.5434,-171.484,-217.119,152.053,-167.599;-67.1423,-229.637,213.08,-122.877,-257.721,108.203;227.511,-33.0393,-299.728,55.7873,222.6,155.101;-189.94,-202.65,-212.629,349.587,106.418,-325.156;
-298.73,-186.041,321.262,-197.779,227.987,70.8673;311.82,-104.945,201.445,288.127,75.1458,4.85471;359.791,-79.1618,335.403,-222.259,-54.8035,142.497;-303.951,-190.948,-24.0891,-276.166,-289.023,-1.7804;
-276.664,-293.408,260.695,326.659,-344.331,-256.784;113.369,-256.095,165.919,-14.1231,-104.47,-182.833;308.664,115.447,-52.3828,-243.435,-198.924,-51.2554;222.023,354.86,-75.1053,235.232,-308.832,-113.007;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;253.855,164.247,350.335,52.3141,-20.9605,-210.876;123.072,-22.6891,159.48,-21.2619,-269.43,12.0723;331.566,-9.85767,183.521,-301.952,169.576,112.306;
-333.666,2.58386,207.478,-53.1949,-247.678,-199.589;336.26,-102.012,37.8874,-174.957,354.16,318.139;-239.26,159.438,-301.988,12.1574,-173.522,147.968;202.344,67.3891,-264.537,35.0903,305.791,-174.894;
-141.619,-169.794,219.376,-25.0663,-246.07,203.219;17.2725,-105.754,190.733,143.04,111.195,21.9693;198.744,-342.833,-337.552,-355.588,292.807,-87.9482;98.1443,-159.285,326.037,217.054,201.594,-125.233;
-6.95917,-338.406,-163.951,168.52,269.289,24.8854;-31.4309,306.428,-271.02,58.4036,60.3567,-286.049;323.836,-48.6786,-135.856,-51.7816,-317.137,-298.894;247.611,-251.999,343.881,259.271,106.043,-175.264;
-137.487,-19.6867,-149.2,-269.245,-303.22,-249.45;312.06,-217.974,248.856,-79.0105,354.674,-60.37;22.1366,-199.8,310.094,309.608,345.513,103.371;-128.894,-356.94,342.747,-151.507,288.395,-211.697;
-352.892,-154.856,-294.817,185.432,160.497,324.721;-160.461,174.365,73.0713,-220.569,58.0238,-104.431;185.324,7.94019,-251.23,-118.723,-93.529,326.288;13.9829,-274.58,79.4109,207.411,132.646,-285.7;
-128.151,-322.655,-118.496,-211.685,5.26862,277.18;-163.722,121.55,58.9637,-27.2667,46.19,29.1034;302.479,-42.7376,254.327,-108.126,159.279,-111.332;-27.2468,-335.067,-224.561,307.43,-50.6917,279.901;
43.6514,-346.203,170.895,172.971,84.9066,109.059;235.693,-317.03,-274.607,-5.02124,-192.802,-245.015;-161.65,-251.852,-100.449,205.072,-158.192,-30.3108;76.7952,292.083,-136.575,-48.869,-268.709,-177.156;
50.881,325.398,272.793,-5.34018,162.08,337.702;269.666,-307.189,276.768,144.787,-191.316,-72.3099;-20.417,-4.03555,-158.193,-284.87,-187.764,341.501;272.949,-355.123,3.47635,-0.681915,238.772,152.887;
288.716,96.1633,285.081,-77.3361,121.07,305.743;251.552,346.022,-309.204,-117.402,-306.295,228.015;-275.047,19.0305,138.869,249.943,39.707,-332.802;67.9641,196.672,43.5942,103.076,339.221,182.467;
52.8459,263.255,295.388,-138.735,-176.803,212.369;145.661,250.137,-335.886,118.863,147.464,260.163;-250.382,-45.212,-126.13,283.017,333.1,-102.143;-7.65067,-239.139,92.9409,-251.369,69.2193,-314.471;
-307.919,-268.151,111.243,27.2155,38.6515,-320.135;100.642,-304.192,7.1091,192.147,77.4901,157.137;-198.052,-307.976,-210.535,46.5381,23.0613,-249.607;245.592,-83.9329,352.419,-310.956,54.7081,138.346;
34.3907,-282.252,-110.542,-121.443,-237.34,337.394;-327.38,339.454,285.204,224.149,113.634,-5.54526;316.79,108.827,-284.596,-351.108,-226.674,222.633;-112.742,320.37,297.901,348.362,222.882,126.479;
271.579,-92.6908,-50.0589,-172.073,-226.69,267.169;200.091,-25.9525,-330.365,334.802,55.2989,41.8093;-25.9925,-98.302,-261.899,144.561,116.977,-7.27213;-18.9721,-349.555,-151.748,31.765,170.819,-108.502;
-208.677,355.035,191.013,-102.612,-357.726,-341.572;-156.51,357.17,329.404,-114.712,-33.34,90.6768;170.647,-86.3581,-205.609,-342.427,-217.595,-267.422;-80.2024,151.05,313.239,-101.051,333.291,-131.859;
-316.618,184.832,-176.703,173.356,-31.8822,-295.323;-22.2807,138.737,292.452,281.799,-129.073,26.1818;108.979,255.812,-325.475,264.387,-151.376,17.4966;209.98,326.061,-262.286,104.787,134.343,126.92;
-150.441,125.291,323.931,171.29,197.082,281.615;140.926,354.147,-43.9846,-164.188,-83.9535,-135.74;-279.848,188.69,132.491,-77.5069,-143.302,262.284;45.1598,-63.2227,-354.746,278.929,-76.1142,148.192;
4.34354,-109.875,-339.841,261.62,-152.311,287.062;343.491,-75.1093,-46.3213,208.381,81.3331,134.404;-353.121,-181.644,184.343,-88.8672,232.895,30.2643;211.215,25.2765,212.567,218.26,73.4317,-267.225;
343.683,1.95416,-152.758,-146.271,-82.5242,-305.208;143.024,73.97,-145.8,72.4218,218.458,-209.951;-134.569,-244.561,344.501,170.344,205.553,-273.222;-101.545,203.269,132.847,34.8092,-125.047,-100.829;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-299.943,-18.0533,306.275,354.899,-315.302,-304.674;267.635,354.868,-88.0889,331.591,-200.407,-67.5346;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;300.534,67.2126,354.684,86.674,-7.55307,-83.8501;280.49,-256.47,48.3732,50.476,-4.72076,-112.158;-81.5545,-92.168,14.091,8.81445,-297.967,309.435;
237.977,46.2472,344.903,211.81,-298.627,-135.762;-258.955,129.405,333.851,245.702,-117.942,214.565;286.342,99.166,237.615,28.3527,-189.532,-141.017;-184.383,-163.881,-20.1748,22.0778,146.794,39.411;
319.02,-189.999,-113.808,195.798,-169.045,76.0986;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;-209.152,-30.2371,204.314,335.015,-136.711,136.867;268.875,41.9795,121.981,184.851,178.885,-27.912;
357.389,-102.851,225.149,-77.8591,-38.3257,73.876;-67.7687,-350.703,-6.76306,43.1607,-125.489,69.0581;-353.476,-95.1171,179.792,295.384,275.903,312.433;21.1153,-183.138,-165.006,-180.735,105.168,351.944;
339.119,321.832,94.4477,-269.911,-44.0065,-20.0948;-254.596,-135.869,-74.1049,172.001,-294.844,121.759;340.523,27.3705,140.69,7.8187,229.616,6.80505;-233.177,78.8799,272.065,-4.00031,184.357,-159.292;
189.084,-177.841,-184.167,-170.885,3.49017,-25.749;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
272.459,-196.921,228.924,-40.531,-47.3401,227.03;-211.868,-212.628,-65.5222,-296.987,-227.563,-131.689;-277.347,-128.064,-99.2927,338.517,86.5855,138.28;-85.0118,-252.698,143.176,141.697,-75.5033,134.92;
-74.4595,248.203,73.8352,-195.776,-279.743,208.441;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;176.363,-278.992,-95.407,47.1729,-295.219,-138.672;325.282,110.423,-309.473,-137.041,117.748,-119.442;
-33.882,-132.624,-55.1669,288.503,290.67,198.016;354.849,28.1886,99.7062,-276.644,112.992,130.394;79.0086,108.518,9.5282,215.791,85.6956,223.971;-230.405,259.993,8.47974,135.269,95.3791,-3.6207;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;-111.652,299.624,159.672,-64.4129,-349.882,-168.359;41.9881,-60.5787,168.301,-289.368,-296.454,15.7822;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
-122.556,-261.555,-338.652,-350.843,-223.668,-33.8188;-286.636,246.095,-352.982,-263.58,21.8049,-303.537;249.696,-79.222,341.784,-58.1188,-11.3337,143.111;-15.5712,-329.408,54.9154,164.982,-252.424,346.804;
-56.8098,-25.8784,-214.301,315.492,-64.0143,-172.845;-351.542,-63.2913,-186.954,-267.326,253.862,59.1237;71.1304,-270.658,-45.9276,196.661,279.33,-115.403;129.675,-80.7782,-40.4789,-258.796,350.597,-216.117;
-294.927,358.509,147.186,113.853,-186.895,-325.867;-137.954,184.759,-21.2675,34.7308,154.419,-165.175;196.762,-35.1201,-244.111,-61.8317,111.187,48.9251;-193.193,-76.9541,216.324,-56.9195,-227.029,-57.0198;
272.063,295.798,-282.969,-355.115,-187.492,-341.123;343.032,158.198,-38.925,-55.7561,-297.268,314.724;-87.3453,-311.963,81.3657,348.025,25.7875,-114.014;-55.3034,-89.0412,51.1481,90.7226,-150.264,-48.3545;
-298.727,-71.2881,42.9642,311.538,-297.241,-357.855;-44.8871,278.075,213.464,224.888,40.7055,-256.801;186.404,-16.4487,-293.227,-156.286,-152.931,-245.465;-142.335,292.151,-295.44,126.225,-39.0718,-268.221;
80.046,159.451,-357.951,-59.6724,-13.3423,-147.281;-297.648,50.9184,-170.469,-104.853,324.309,-11.4348;-41.8784,-95.9173,-100.324,15.3758,-133.638,-53.5885;290.67,-334.177,-267.06,-24.1939,-310.998,93.0397;
112.226,-27.2109,-7.10367,81.005,-267.077,-326.101;-323.03,-318.714,-190.503,327.69,102.34,-181.321;-4.45804,-329.015,-121.794,-80.4163,-61.7353,41.2928;155.526,220.632,315.589,228.864,-288.437,-224.954;
-165.482,251.552,-82.2563,-336.741,-238.689,67.7632;277.66,-108.027,-16.3727,-182.792,287.283,345.75;228.727,12.2504,132.382,209.912,-3.34015,34.0283;143.283,-326.947,307.124,194.231,305.321,-20.1455;
293.821,91.3803,-54.0765,205.668,-113.468,-356.573;-56.3118,254.94,-242.003,147.063,331.292,-227.784;-6.12808,-95.3574,303.932,212.144,151.385,-260.984;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
133.156,298.825,282.103,-276.815,-92.0259,-88.1079;-192.001,-161.402,-200.363,310.097,120.466,72.7245;-65.0777,285.619,-56.2293,-297.476,266.32,273.473;50.3187,-120.844,260.622,-84.6384,28.7401,-255.952;
304.49,270.398,-219.716,-316.711,-342.515,-180.121;210.455,-169.928,-190.753,-66.5061,336.862,248.123;289.604,178.311,-201.078,-126.371,-107.286,-101.701;174.005,-268.778,80.7825,-189.56,39.7648,123.899;
-276.252,226.405,241.679,-256.526,-288.236,146.062;44.161,-185.31,234.263,339.216,79.821,-16.736;-47.0528,2.80002,353.82,-107.181,112.846,-235.436;-83.2817,-198.231,56.0241,156.63,-276.091,-295.448;
270.13,-67.1256,205.726,201.437,-77.6266,-341.958;-264.617,-93.0149,-272.607,282.957,86.7707,-10.1363;73.8148,-290.433,-92.2653,325.585,319.775,42.9658;-158.575,-268.687,40.6626,19.6033,251.68,-26.0339;
-192.918,53.7708,192.388,-22.1303,-245.315,239.295;98.0315,-14.4388,223.51,-305.813,43.4274,-207.994;-99.485,-56.2233,213.314,-251.15,-247.595,327.127;295.572,283.857,46.241,197.412,313.799,-159.649;
100.835,35.9991,71.4972,115.619,-163.456,-295.864;-357.292,-181.91,31.2809,327.702,265.057,83.4633;43.5193,187.802,220.41,44.2969,-14.7075,-54.2604;-272.364,115.949,203.271,76.2498,-346.804,270.689;
140,208.941,359.476,110.416,-49.4202,105.126;-87.2112,-302.587,301.169,236.518,260.592,-256.113;313.849,-175.239,335.02,197.789,-125.146,-141.013;-92.3246,169.584,6.9631,27.5336,317.87,63.6209;
-208.976,328.103,-290.773,-178.227,-122.853,194.044;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
181.786,-211.956,310.608,-34.6801,-334.467,-140.133;-86.2282,-169.627,-47.1153,234.841,108.428,-61.2152;132.989,-63.5268,-214.623,5.82602,-50.372,-95.7559;165.469,199.47,-109.334,220.891,-157.498,-267.63;
-138.959,-20.2228,183.365,-320.185,-344.612,-349.513;317.993,136.752,-189.888,-156.527,-193.419,-161.057;-111.665,79.9159,-261.95,346.119,-68.2463,349.441;297.305,-60.9221,-333.559,2.93799,50.3009,232.221;
-166.922,284.985,327.163,-80.3453,-212.315,126.94;170.835,-90.9927,133.13,-189.801,-282.545,227.59;-299.22,-223.6,344.347,99.213,-160.408,-271.427;33.3203,-125.597,183.435,71.7256,113.427,-245.979;
8.14108,-222.943,257.58,218.759,69.8068,-309.436;175.981,121.744,346.026,-194.378,-8.88623,-164.784;87.9802,-140.73,40.8176,9.05676,-289.319,78.327;338.592,149.635,296.037,-293.165,159.246,-106.415;
-342.178,243.681,11.816,-140.109,72.8055,312.73;-90.7616,-93.1225,-178.994,97.7181,-311.733,128.933;314.687,174.974,-283.253,-49.4684,179.097,259.843;-28.1252,125.186,273.053,130.947,27.053,-59.159;
-320.764,-278.014,-159.176,-156.671,91.6934,-108.224;-120.785,-302.132,196.821,-153.083,-15.0683,-34.4152;114.681,-183.667,-329.973,200.812,-269.4,208.997;-343.494,-159.847,11.657,-78.8522,-228,79.7111;
-218.616,344.341,147.101,267.836,219.54,-13.7257;-143.167,229.754,232.135,-162.039,-238.343,306.548;-252.068,-5.72354,-338.173,319.996,291.44,39.6279;294.318,302.055,-159.498,247.382,279.104,-108.403;
-114.539,-80.821,169.81,-347.576,12.9445,-129.619;-109.578,-274.802,-8.97629,204.226,-124.214,278.046;-180.665,204.819,259.745,-276.188,42.414,-58.7765;319.577,-176.465,-93.9599,172.902,273.395,-236.84;
-43.3488,-218.277,226.184,-132.491,123.671,228.082;-81.7674,-318.931,86.078,197.185,129.236,-190.485;-311.654,-271.65,205.247,-221.336,-147.755,-12.0127;-150,-130.367,291.217,-228.391,-310.246,295.979;
23.2603,-261.138,-241.916,128.583,344.259,319.599;132.194,-124.722,-85.0079,28.1299,105.615,221.403;-102.937,-129.491,-216.763,112.396,276.549,-105.125;-329.9,318.89,290.44,60.4485,-347.394,147.072;
6.91724,217.754,293.067,354.261,258.377,-224.52;294.781,160.364,140.409,-326.585,348.894,-261.983;-151.425,244.118,-154.284,272.403,345.259,-22.8235;8.08755,-97.3518,-265.73,-30.0504,-185.464,-229.632;
-279.272,139.905,-31.1104,-226.122,102.226,266.08;-231.816,35.0164,109.047,-127.166,2.65628,-35.7723;-92.5159,-259.503,58.2687,339.119,-233.753,274.344;331.347,-201.745,269.209,-294.117,23.8432,308.293;
277.566,-318.713,-65.5037,-340.83,-32.0969,-356.574;27.3887,244.133,128.202,-248.518,41.7897,61.1204;174.026,177.84,-257.357,301.478,-167.799,26.971;-340.68,-270.703,143.595,27.3794,174.618,320.863;
-235.38,127.582,247.478,94.445,174.889,-289.202;-26.5524,-45.0313,-94.6124,-152.065,349.311,30.6253;-233.361,-53.8262,105.911,105.711,287.591,303.939;12.3563,-156.405,244.899,91.7083,148.608,-336.217;
70.278,-355.185,281.745,47.3543,158.998,-175.671;348.84,-61.5315,17.0366,187.233,336.989,14.0761;223.198,142.457,-228.242,311.601,-130.991,86.1685;-116.911,280.275,-337.449,101.906,-304.118,132.068;
-40.5221,-353.871,147.132,-95.7687,136.617,-5.70901;-297.215,181.456,-33.4172,-292.353,-207.398,-104.101;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;-307.864,323.619,95.977,143.629,-150.167,174.33;
-260.193,231.373,-109.549,199.912,73.6048,288.112;-185.733,-44.1237,356.615,56.8426,-236.847,-293.27;-99.3023,-197.407,307.788,-348.193,271.858,-117.784;182.475,-85.5125,-227.958,96.8451,-323.938,124.546;
282.021,40.6171,242.94,163.272,140.319,150.04;226.865,344.419,-272.391,-174.599,-176.919,-341.937;128.079,-4.77005,-204.374,113.323,265.973,334.11;-186.336,145.244,223.873,-26.9894,274.979,-102.677;
49.7078,-105.527,-172.762,148.131,77.7474,83.5219;239.609,54.8125,32.2177,-264.174,30.3217,-134.272;163.194,-343.089,75.1783,-114.047,74.8307,33.3206;-243.821,20.5896,31.5941,121.201,-217.367,-278.725;
14.3097,92.77,-256.98,331.814,-212.655,-226.093;94.1295,-0.577393,-205.458,221.13,-187.424,92.7249;30.845,279.716,-228.309,-1.0538,277.445,56.5373;-259.31,106.492,89.2042,328.284,209.019,194.255;
-113.154,168.717,213.209,-113.116,-271.557,-65.1933;-187.528,-210.194,66.6224,352.126,-257.051,78.6329;-273.646,-105.505,117.255,64.4014,0.171661,120.671;-252.622,-263,-69.1511,8.99857,-142.75,310.45;
-204.129,118.319,154.062,319.159,-133.522,-83.2879;-320.804,-294.323,263.055,83.1647,-50.9685,19.682;-51.661,92.064,-153.483,-318.647,41.2164,74.7726;-101.416,-299.728,327.686,119.681,-231.836,85.7498;
-342.487,-303.139,185.668,351.04,-10.8987,-9.72964;-221.642,256.339,-71.5037,-119.447,-155.92,-197.792;314.818,-203.753,-2.03879,-19.9286,189.135,-78.4452;-118.182,-318.927,-220.007,23.1638,-102.146,-21.5258;
51.3005,71.5139,49.7924,-90.1727,-305.7,-146.976;266.342,-188.589,-267.982,350.84,-120.555,-66.9512;113.035,140.345,92.3456,-344.192,-48.0511,-188.686;-228.696,178.732,112.145,-276.951,-41.7719,37.9564;
-165.403,-355.545,-305.707,166.844,-331.021,-206.531;-205.007,345.743,143.18,93.185,-19.5987,-29.079;-212.716,-291.176,352.2,-248.931,92.1897,182.85;193.826,-57.9407,249.058,306.886,-323.918,-242.332;
291.308,-39.8269,-155.642,-169.078,-256.079,72.3909;175.915,-152.139,305.952,334.342,-268.341,345.439;189.709,-229.773,335.055,-45.3824,-104.734,-124.429;344.295,108.015,-267.114,-184.398,267.241,-324.296;
-71.4738,207.906,33.6294,305.785,-323.157,-287.084;-280.043,-130.898,248.503,-169.263,112.458,-198.815;-171.925,348.059,-271.445,-137.961,-252.695,-46.165;18.8311,-292.065,208.468,288.618,233.608,-331.053;
-261.933,20.437,241.679,-268.195,-157.931,99.3244;-177.233,357.899,208.843,64.834,5.16202,285.275;-348.613,-74.8102,-106.417,-28.9656,-95.5313,35.5524;352.66,157.784,-65.3404,-314.664,97.251,-251.364;
-69.7739,-167.452,316.419,115.098,-203.256,-350.132;-237.332,-197.469,231.278,231.838,66.9672,326.333;38.6499,-217.866,215.838,87.4081,-301.714,-357.292;87.5677,317.325,81.4643,261.17,53.7917,-212.485;
Generation: 1
8.14108,-222.943,257.58,218.759,69.8068,-309.436;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;87.9802,-140.73,40.8176,9.05676,-289.319,78.327;268.875,41.9795,121.981,184.851,178.885,-27.912;
170.453,184.556,-258.451,264.306,260.14,-247.904;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;344.659,-354.456,-138.904,-245.896,-106.746,-325.941;50.7948,-99.8445,-243.912,-67.4523,-149.306,-280.088;
179.035,-258.487,-94.9525,-166.368,59.683,-347.537;-62.0074,-0.265778,-122.924,-347.85,-275.202,-49.5319;176.812,-252.354,356.165,275.686,-132.241,33.0134;206.563,207.055,-299.018,-332.614,-173.969,324.442;
291.881,-3.42197,-57.5162,-311.157,148.331,-233.913;-221.642,256.339,-71.5037,-119.447,-155.92,-197.792;79.4693,242.295,192.459,268.996,77.9372,111.119;-46.8478,-252.819,-82.3959,-194.038,-159.701,33.2163;
170.453,184.556,-258.451,264.306,260.14,-247.904;-231.075,-197.538,290.047,-349.528,-18.0866,-22.1689;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
50.881,325.398,272.793,-5.34018,162.08,337.702;-81.7674,-318.931,86.078,197.185,129.236,-190.485;-20.417,-4.03555,-158.193,-284.87,-187.764,341.501;-150,-130.367,291.217,-228.391,-310.246,295.979;
78.7343,-56.9225,-318.762,-22.5692,55.4106,-136.456;-215.264,-173.269,-343.875,19.7228,83.5419,121.51;-111.665,79.9159,-261.95,346.119,-68.2463,349.441;-77.8773,102.98,57.3944,-315.538,-228.548,337.234;
78.7343,-56.9225,-318.762,-22.5692,55.4106,-136.456;-280.043,-130.898,248.503,-169.263,112.458,-198.815;90.7093,-45.6265,238.36,-142.224,-88.6422,-153.729;-77.8773,102.98,57.3944,-315.538,-228.548,337.234;
262.987,-233.369,-331.599,234.325,323.547,-201.362;-260.471,114.85,272.839,306.695,321.479,-126.77;316.79,108.827,-284.596,-351.108,-226.674,222.633;-112.742,320.37,297.901,348.362,222.882,126.479;
310.018,-165.274,7.67438,-167.53,341.465,-325.565;-105.929,281.375,-59.3833,303.508,107.055,-41.6239;-358.11,-99.2185,-244.505,270.165,128.077,331.366;-219.307,-287.965,209.187,-299.958,304.09,-190.97;
-216.459,-251.281,276.092,181.603,237.587,-248.818;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
-150.441,125.291,323.931,171.29,197.082,281.615;140.926,354.147,-43.9846,-164.188,-83.9535,-135.74;323.836,-48.6786,-135.856,-51.7816,-317.137,-298.894;45.1598,-63.2227,-354.746,278.929,-76.1142,148.192;
-150.441,125.291,323.931,171.29,197.082,281.615;140.926,354.147,-43.9846,-164.188,-83.9535,-135.74;-279.848,188.69,132.491,-77.5069,-143.302,262.284;-320.725,102.197,-110.178,345.108,-75.9465,-88.3177;
-242.701,20.6055,-63.8252,-240.32,161.07,229.332;358.912,63.826,320.711,-270.479,-304.882,-285.307;170.647,-86.3581,-205.609,-342.427,-217.595,-267.422;-80.2024,151.05,313.239,-101.051,333.291,-131.859;
-242.701,20.6055,-63.8252,-240.32,161.07,229.332;358.912,63.826,320.711,-270.479,-304.882,-285.307;280.068,-278.189,157.091,-266.336,-6.79108,-119.413;-81.5545,-92.168,14.091,8.81445,-297.967,309.435;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;12.6796,-301.603,-211.845,274.736,-194.503,151.428;302.718,230.995,-54.4556,-96.5364,131.942,-220.33;-219.307,-287.965,209.187,-299.958,304.09,-190.97;
-298.73,-186.041,321.262,-197.779,227.987,70.8673;311.82,-104.945,201.445,288.127,75.1458,4.85471;243.132,-274.16,-119.666,-323.366,-7.74506,-2.5433;-303.951,-190.948,-24.0891,-276.166,-289.023,-1.7804;
-307.919,-268.151,111.243,27.2155,38.6515,-320.135;346.848,257.028,-94.3497,-155.554,226.4,-252.523;291.53,-111.977,120.835,-53.2807,-262.173,-128.019;-182.13,-172.852,-275.737,116.191,340.543,-104.656;
-210.611,-140.608,229.433,96.8793,75.7233,227.189;328.49,-258.124,-181.065,37.9847,-191.016,100.752;142.646,125.262,72.0029,104.768,213.112,158.85;-135.275,70.9228,-183.578,-323.02,-150.66,-333.121;
-289.699,342.342,226.889,99.4139,238.78,356.561;281.063,322.482,-350.042,19.3169,284.755,-79.8571;316.79,108.827,-284.596,-351.108,-226.674,222.633;-112.742,320.37,297.901,348.362,222.882,126.479;
-73.1647,238.472,-349.151,-69.8382,70.471,94.1988;34.5176,308.84,-157.346,-42.7239,114.193,-151.885;227.849,332.243,126.266,-112.674,-150.444,228.4;242.755,-351.126,-206.955,-287.534,236.731,149.859;
