Generation: 0
218,104,-276,-71,-308,342328,218,-345,195,264,-252-138,-235,-149,19,87,-3115,317,40,-97,248,-330
218,104,-276,-71,-308,342328,218,-345,195,264,-252-191,-85,-77,45,76,45201,-202,-85,143,343,-33
0,-216,-65,182,-93,13-16,304,-214,-327,-104,-2825,-353,66,222,-98,-173195,-261,-218,-292,289,151
-5,73,-204,-263,23,-242162,184,308,-154,-212,-160-204,177,74,130,-187,-29-150,-350,-261,242,-250,115
-5,73,-204,-263,23,-242231,-230,249,243,-93,251-96,261,-201,-111,-149,-159206,193,-349,-313,192,98
285,-164,205,-181,-77,148-2,-198,1,195,-54,11575,172,66,15,83,186272,44,87,-80,306,37
3,-319,222,166,-18,-259-271,137,49,-359,-153,42-12,341,-137,214,-317,12429,-105,-275,0,71,-57
3,-319,222,166,-18,-259-233,113,-173,218,-320,-298-12,341,-137,214,-317,12429,-105,-275,0,71,-57
348,-346,186,10,-213,24-123,-308,-128,-277,-67,327-77,-48,-63,149,-65,69-84,-271,-215,235,119,-221
3,-319,222,166,-18,-259-155,-235,-356,-300,-194,-16436,290,170,335,126,-344-302,242,-81,-143,-325,-168
311,169,-263,226,-56,0-95,36,-298,14,-227,-246-133,-165,-297,218,131,-142142,-218,-91,354,-101,0
357,252,168,155,-300,249-103,-10,190,193,53,173-309,-310,-331,221,-107,-257201,-202,-85,143,343,-33
268,-172,293,355,-53,-3280,-240,29,355,-63,107-71,-175,-226,-123,146,7277,69,-79,-207,-144,-288
291,107,8,-18,-62,225-351,-13,-268,264,-76,-17732,306,-338,-305,244,-3468,-196,349,82,243,-330
173,-231,307,192,-218,51-95,36,-298,14,-227,-24622,225,-338,206,193,-56-34,-54,-88,-288,103,197
-143,186,-175,130,-142,166-308,352,33,-236,6,327307,130,194,48,-45,-99-295,-125,82,210,109,-84
-143,186,-175,130,-142,166-308,352,33,-236,6,327307,130,194,48,-45,-99-130,-305,148,79,-228,196
-73,-148,-158,-16,-289,67-147,155,-199,-226,298,-173267,-104,339,48,-81,-105249,-340,357,165,-352,354
-250,-359,-9,-11,-32,242-282,299,-55,-46,198,-53235,-56,148,117,270,232-182,113,-195,318,92,-337
216,-295,189,76,-10,183-58,76,25,-57,-354,-1231,-73,-174,255,-1,234230,-37,4,-278,170,26
216,-295,189,76,-10,183-58,76,25,-57,-354,-1231,-73,-174,255,-1,234-5,-19,335,275,-329,-346
99,-104,-198,-213,-123,-255-61,-251,-74,307,252,-311190,-126,-344,272,-129,379,-228,278,-68,21,-335
-178,-328,-137,80,-114,270-8,111,36,-351,150,-89225,59,-217,-241,344,332220,-181,-30,165,43,-99
113,-92,-148,-346,-184,53-319,27,83,-100,174,-240-247,-70,330,-103,177,54-74,-105,270,-143,155,74
328,240,225,-90,-134,113-130,-348,-136,325,314,-16161,327,245,-195,24,113306,-275,-171,-254,-125,188
218,104,-276,-71,-308,342328,218,-345,195,264,-252106,160,-88,-28,-233,359271,301,-233,-130,81,-283
248,300,-67,-214,-98,-177317,339,-323,177,172,248199,-216,-272,-165,-150,-37-16,-92,-250,321,-6,-358
248,300,-67,-214,-98,-177-102,215,-208,-206,189,-98247,47,228,-27,-146,45-16,-92,-250,321,-6,-358
-287,-173,271,12,-282,157133,-240,147,-322,265,304-171,61,24,236,106,-307-122,302,-49,118,-220,273
328,240,225,-90,-134,113-130,-348,-136,325,314,-16132,306,-338,-305,244,-346306,-275,-171,-254,-125,188
-178,-328,-137,80,-114,27080,-33,35,-325,210,263-138,-235,-149,19,87,-3122,-262,60,-102,76,-335
328,240,225,-90,-134,11361,-326,-253,272,286,-17061,327,245,-195,24,113330,115,-96,36,326,276
142,319,-276,125,-209,-333170,-204,355,-162,138,21120,275,24,-125,165,343-172,-136,185,-210,-357,262
209,-154,26,333,185,279178,-177,359,33,-340,-252289,-255,319,12,136,-277298,337,-36,-184,-167,-6
175,-352,343,-237,127,-216161,135,296,-196,-333,-16761,327,245,-195,24,113306,-275,-171,-254,-125,188
218,-52,212,192,303,22661,-326,-253,272,286,-170-18,-309,-114,-33,-331,-124120,-49,59,291,-31,-148
-159,0,-202,-282,72,5-198,-108,-279,339,-303,-330-315,187,-146,62,-349,-170-181,77,101,274,185,326
-115,-68,-135,270,276,-342-147,-230,317,-84,-188,240-208,-14,-50,82,-100,278-79,-302,207,331,271,-75
-184,80,269,-75,43,-62-118,-166,203,-177,-340,-146-152,192,-228,56,148,-16423,323,-315,-87,298,70
-72,-116,-154,-25,217,83-271,137,49,-359,-153,42-223,253,-267,55,332,-209,-228,278,-68,21,-335
87,105,-212,-254,219,170152,-102,-273,-135,220,20-27,105,10,-189,302,-6823,323,-315,-87,298,70
26,202,76,-75,359,122155,108,102,-109,22,183120,113,301,269,-200,-140-218,171,52,359,-33,264
239,308,232,114,-181,-341328,218,-345,195,264,-252106,160,-88,-28,-233,359271,301,-233,-130,81,-283
-159,0,-202,-282,72,5-77,-84,-82,-151,329,234-328,96,132,63,24,-29-260,-314,-20,273,98,-59
-102,-259,225,35,234,158-285,-48,-158,-232,162,-99210,175,-313,-252,230,198350,341,46,15,100,-226
-102,-259,225,35,234,158-61,-251,-74,307,252,-311-350,-182,-279,-221,294,202-242,-36,294,-343,59,-164
273,-334,-152,92,274,-359306,-228,-27,-197,226,-321202,255,-240,273,122,-300-147,110,-238,32,-143,-282
-253,-157,-75,-181,25,-66-240,-350,240,-101,-82,-164-220,191,171,16,-60,-244-334,224,186,-353,324,45
307,-334,-26,-96,-262,334356,-265,-51,-145,-324,-1262,-312,-226,-166,234,256167,67,-337,-188,-71,253
-249,-260,329,-117,-77,-139-147,-230,317,-84,-188,240-273,255,137,-31,177,-59-313,117,-303,-198,-344,-260
-101,-216,127,297,-324,-185-2,-198,1,195,-54,115-30,-9,212,-156,-132,187-353,-67,-297,-22,-305,-86
-249,-260,329,-117,-77,-139-95,36,-298,14,-227,-246-273,255,137,-31,177,-59-313,117,-303,-198,-344,-260
-179,-350,170,-26,-128,-138-70,185,-354,196,-148,6-350,-182,-279,-221,294,202-242,-36,294,-343,59,-164
-178,-328,-137,80,-114,270-231,-197,298,123,-7,297-183,182,-304,257,-174,-223115,317,40,-97,248,-330
218,104,-276,-71,-308,342172,-158,-350,278,-143,-136106,160,-88,-28,-233,359-295,-125,82,210,109,-84
40,-209,-256,-161,-146,138208,-233,5,194,-134,198294,199,39,196,-237,304193,157,222,-297,-156,-314
-176,-99,-42,147,-168,169-173,-282,-48,260,186,-136274,47,-245,289,348,141-151,-187,-188,324,-235,-295
-178,-328,-137,80,-114,270-238,327,-274,30,332,-308-138,-235,-149,19,87,-30,-74,-17,108,84,105
-344,-252,-294,-71,-117,-189-145,337,-209,88,266,235-314,101,-36,-313,302,297-218,171,52,359,-33,264
-178,-328,-137,80,-114,270-13,323,58,176,2,-205-138,-235,-149,19,87,-3-122,302,-49,118,-220,273
-133,246,-185,296,-179,-269-105,-288,56,166,33,-105-72,235,91,257,324,-294213,-173,-188,14,194,-324
Generation: 2
26,-11,-61,228,59,207-356,-44,-287,-203,-178,-350224,250,-95,-292,-148,-153-122,302,-49,118,-220,273
26,-11,-61,228,59,207-356,-44,-287,-203,-178,-350190,-126,-344,272,-129,37-122,302,-49,118,-220,273
168,77,166,-4,289,346-271,137,49,-359,-153,42196,-163,250,20,103,-11799,316,230,-298,326,19
87,105,-212,-254,219,170-259,-129,-171,235,-242,125316,40,-325,201,260,308-138,-85,339,71,357,-235
26,-11,-61,228,59,207-356,-44,-287,-203,-178,-35036,290,170,335,126,-344-122,302,-49,118,-220,273
168,77,166,-4,289,346-271,137,49,-359,-153,4232,306,-338,-305,244,-346-80,76,-350,-333,-74,172
175,-352,343,-237,127,-216-77,-84,-82,-151,329,234-160,-28,-20,-221,-288,351193,157,222,-297,-156,-314
218,-52,212,192,303,226-233,63,-37,306,183,-92-227,-157,-65,213,-29,-98161,-226,125,89,-227,154
217,-170,209,-275,100,10-8,111,36,-351,150,-89-183,182,-304,257,-174,-223230,-37,4,-278,170,26
273,-334,-152,92,274,-359-259,-129,-171,235,-242,125-183,182,-304,257,-174,-223-260,-178,-94,-299,-43,236
273,-334,-152,92,274,-359-259,-129,-171,235,-242,125-183,182,-304,257,-174,-223-138,-85,339,71,357,-235
133,-31,202,273,332,344-231,-197,298,123,-7,297-183,182,-304,257,-174,-223298,337,-36,-184,-167,-6
133,-31,202,273,332,344-231,-197,298,123,-7,297-223,253,-267,55,332,-20-138,-85,339,71,357,-235
168,77,166,-4,289,346-61,-251,-74,307,252,-311-191,-85,-77,45,76,45206,-17,177,-154,267,-356
168,77,166,-4,289,346-285,-48,-158,-232,162,-99-223,253,-267,55,332,-20-313,117,-303,-198,-344,-260
175,-352,343,-237,127,-216-282,299,-55,-46,198,-53-160,-28,-20,-221,-288,351193,157,222,-297,-156,-314
168,77,166,-4,289,346-61,-251,-74,307,252,-311190,-126,-344,272,-129,37206,-17,177,-154,267,-356
168,77,166,-4,289,346-61,-251,-74,307,252,-311190,-126,-344,272,-129,37206,-17,177,-154,267,-356
-102,-259,225,35,234,158172,-158,-350,278,-143,-136247,47,228,-27,-146,45-16,-92,-250,321,-6,-358
-102,-259,225,35,234,158172,-158,-350,278,-143,-136336,-97,-354,255,-272,-263-242,-36,294,-343,59,-164
-102,-259,225,35,234,158161,135,296,-196,-333,-16761,327,245,-195,24,113-242,-36,294,-343,59,-164
168,77,166,-4,289,346-77,-84,-82,-151,329,234-328,96,132,63,24,-29-260,-314,-20,273,98,-59
-72,-116,-154,-25,217,83161,135,296,-196,-333,-16736,290,170,335,126,-344306,-275,-171,-254,-125,188
209,-154,26,333,185,279-13,323,58,176,2,-205-138,-235,-149,19,87,-3-62,74,-304,-4,166,249
217,-170,209,-275,100,10-8,111,36,-351,150,-89-138,-235,-149,19,87,-3115,317,40,-97,248,-330
-64,0,-223,-297,121,26961,-326,-253,272,286,-170262,-312,-226,-166,234,256-138,-85,339,71,357,-235
-72,-116,-154,-25,217,83152,-102,-273,-135,220,20-27,105,10,-189,302,-689,-228,278,-68,21,-335
-72,-116,-154,-25,217,83208,-80,-337,120,17,-13536,290,170,335,126,-344298,337,-36,-184,-167,-6
-201,45,-8,68,90,-198208,-80,-337,120,17,-13536,290,170,335,126,-344-302,242,-81,-143,-325,-168
26,202,76,-75,359,122-271,137,49,-359,-153,42-223,253,-267,55,332,-2099,316,230,-298,326,19
-64,0,-223,-297,121,269-231,-197,298,123,-7,297262,-312,-226,-166,234,256-79,-302,207,331,271,-75
-64,0,-223,-297,121,269-231,-197,298,123,-7,297262,-312,-226,-166,234,256120,-49,59,291,-31,-148
-5,73,-204,-263,23,-242-271,137,49,-359,-153,42202,255,-240,273,122,-300193,117,-92,-46,259,118
-11,88,-144,-74,7,172-2,-198,1,195,-54,11575,172,66,15,83,186355,359,-295,-7,33,-163
-5,73,-204,-263,23,-242-143,326,-125,-273,-342,34184,-137,-57,225,-317,-117-37,-190,-138,-187,-184,-306
142,319,-276,125,-209,-333170,-204,355,-162,138,211-96,261,-201,-111,-149,-159-172,-136,185,-210,-357,262
-154,-323,12,121,-327,2249,-276,322,60,-224,-3247,47,228,-27,-146,45-181,77,101,274,185,326
-154,-323,12,121,-327,2249,-276,322,60,-224,-3247,47,228,-27,-146,45-181,77,101,274,185,326
-154,-323,12,121,-327,224198,-222,14,-176,-250,69224,250,-95,-292,-148,-153-181,77,101,274,185,326
0,-216,-65,182,-93,13328,218,-345,195,264,-252106,160,-88,-28,-233,359195,-261,-218,-292,289,151
-154,-323,12,121,-327,224198,-222,14,-176,-250,6922,225,-338,206,193,-56201,-202,-85,143,343,-33
-50,-346,-113,43,-160,-296205,-8,183,109,-221,-110-183,182,-304,257,-174,-223-260,-178,-94,-299,-43,236
-154,-323,12,121,-327,224328,218,-345,195,264,-252247,47,228,-27,-146,45-181,77,101,274,185,326
142,319,-276,125,-209,-333170,-204,355,-162,138,211-204,177,74,130,-187,-29-150,-350,-261,242,-250,115
